selected_windows,covered_sequences,positive_windows,negative_windows,zero_windows,positive_precision,positive_sum,negative_mass,utility_sum,worst_sequence_utility,sequence_utility,robust_score,eligible,outer_held_out_seq,ranker_name,family,target_scale,weight_scheme,gate_name
9,3,5,4,0,0.555555555556,0.084752,0.041847,0.042905,-0.02594,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0259399999999772, ""MOT20-03"": -0.00028900000002346396}",-0.24415,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_receiver_le_080
8,3,4,4,0,0.5,0.084697,0.041847,0.04285,-0.02594,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0259399999999772, ""MOT20-03"": -0.0003440000000125}",-0.244205,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_4_impact_pair_le_050
7,3,4,3,0,0.571428571429,0.081502,0.022197,0.059305,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": -0.00028900000002346396}",-0.0803,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_4_margin_ge_002
9,3,5,4,0,0.555555555556,0.084752,0.041847,0.042905,-0.02594,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0259399999999772, ""MOT20-03"": -0.00028900000002346396}",-0.24415,0,MOT20-05,hist_raw_capped,hist,raw,capped,changed_ge_4_score_ge_070
12,3,7,5,0,0.583333333333,0.090248,0.023224,0.067024,-0.001984,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0019839999999647, ""MOT20-03"": -0.00012600000002287583}",-0.055048,0,MOT20-05,hist_raw_tail,hist,raw,tail,all
10,3,6,4,0,0.6,0.090052,0.02322,0.066832,-0.00218,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0021799999999672, ""MOT20-03"": -0.000122000000018764}",-0.055808,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_2
8,3,6,2,0,0.75,0.090052,0.021853,0.068199,-0.00133,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 0.000394999999983236}",-0.045056,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_4
7,3,5,2,0,0.714285714286,0.089712,0.021853,0.067859,-0.00133,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 5.499999998903604e-05}",-0.045396,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_8
3,2,2,1,0,0.666666666667,0.008265,0.00954,-0.001275,-0.00133,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 5.499999998903604e-05}",-0.052965,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_12
12,3,7,5,0,0.583333333333,0.090248,0.023224,0.067024,-0.001984,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0019839999999647, ""MOT20-03"": -0.00012600000002287583}",-0.055048,0,MOT20-05,hist_raw_tail,hist,raw,tail,impact_receiver_le_080
8,3,6,2,0,0.75,0.090052,0.021853,0.068199,-0.00133,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 0.000394999999983236}",-0.045056,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_receiver_le_080
7,3,5,2,0,0.714285714286,0.089997,0.021853,0.068144,-0.00133,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 0.0003399999999942}",-0.045111,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_4_impact_pair_le_050
6,3,4,2,0,0.666666666667,0.081787,0.021853,0.059934,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.0003399999999942}",-0.077951,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_4_margin_ge_002
8,3,6,2,0,0.75,0.090052,0.021853,0.068199,-0.00133,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0013299999999817, ""MOT20-03"": 0.000394999999983236}",-0.045056,0,MOT20-05,hist_raw_tail,hist,raw,tail,changed_ge_4_score_ge_070
12,3,6,6,0,0.5,0.082038,0.025264,0.056774,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.106248,0,MOT20-05,hist_norm_capped,hist,normalized,capped,all
10,3,5,5,0,0.5,0.081842,0.02526,0.056582,-0.01243,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0124299999999663, ""MOT20-03"": -0.000122000000018764}",-0.107008,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_2
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_4
6,3,4,2,0,0.666666666667,0.081502,0.021853,0.059649,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.078236,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_12
12,3,6,6,0,0.5,0.082038,0.025264,0.056774,-0.012234,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0122339999999638, ""MOT20-03"": -0.00012600000002287583}",-0.106248,0,MOT20-05,hist_norm_capped,hist,normalized,capped,impact_receiver_le_080
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_receiver_le_080
7,3,4,3,0,0.571428571429,0.081787,0.023893,0.057894,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.0003399999999942}",-0.096311,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_4_impact_pair_le_050
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_4_margin_ge_002
8,3,5,3,0,0.625,0.081842,0.023893,0.057949,-0.01158,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0115799999999808, ""MOT20-03"": 0.000394999999983236}",-0.096256,0,MOT20-05,hist_norm_capped,hist,normalized,capped,changed_ge_4_score_ge_070
12,3,7,5,0,0.583333333333,0.085288,0.023224,0.062064,-0.006944,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0069439999999616, ""MOT20-03"": -0.00012600000002287583}",-0.074888,0,MOT20-05,hist_norm_tail,hist,normalized,tail,all
10,3,6,4,0,0.6,0.085092,0.02322,0.061872,-0.00714,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0071399999999641, ""MOT20-03"": -0.000122000000018764}",-0.075648,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_2
8,3,6,2,0,0.75,0.085092,0.021853,0.063239,-0.00629,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0062899999999786, ""MOT20-03"": 0.000394999999983236}",-0.064896,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_4
6,3,4,2,0,0.666666666667,0.081502,0.021853,0.059649,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.078236,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_8
2,2,1,1,0,0.5,5.5e-05,0.00954,-0.009485,-0.00954,"{""MOT20-01"": 0.0, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 5.499999998903604e-05}",-0.085805,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_12
12,3,7,5,0,0.583333333333,0.085288,0.023224,0.062064,-0.006944,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0069439999999616, ""MOT20-03"": -0.00012600000002287583}",-0.074888,0,MOT20-05,hist_norm_tail,hist,normalized,tail,impact_receiver_le_080
8,3,6,2,0,0.75,0.085092,0.021853,0.063239,-0.00629,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0062899999999786, ""MOT20-03"": 0.000394999999983236}",-0.064896,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_receiver_le_080
7,3,5,2,0,0.714285714286,0.085037,0.021853,0.063184,-0.00629,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0062899999999786, ""MOT20-03"": 0.0003399999999942}",-0.064951,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_4_impact_pair_le_050
7,3,5,2,0,0.714285714286,0.081842,0.021853,0.059989,-0.00954,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.009539999999987, ""MOT20-03"": 0.000394999999983236}",-0.077896,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_4_margin_ge_002
8,3,6,2,0,0.75,0.085092,0.021853,0.063239,-0.00629,"{""MOT20-01"": 0.06913400000000529, ""MOT20-02"": -0.0062899999999786, ""MOT20-03"": 0.000394999999983236}",-0.064896,0,MOT20-05,hist_norm_tail,hist,normalized,tail,changed_ge_4_score_ge_070
