plan_key,created_at,updated_at,status,kind,script,dataset,split,tracker_family,variant,tag,run_root,summary_csv,checkpoint,calibrator_npz,log_path,notes,laplace_primary_only,laplace_no_det_score,laplace_decay_scales,laplace_min_history,laplace_proto_mode,cmc_method,name,epochs,batch_groups,seq_override,det_root,analysis_dir,run_base,run_heuristic,run_learned,laplace_disable_pole_bank,exit_code,lr,hist_hidden,pair_hidden,anchor_alpha,delta_scale,min_history,max_history,disable_set_encoder,disable_background,allow_empty_val,run_current_learned,run_haca,haca_disable_set_encoder,haca_disable_background,haca_version,disable_hist_gate,disable_ood_gate,loss_shift_weight,base_npz,comp_topk,comp_margin_quantile,comp_margin_temperature,comp_delta_scale,duel_margin,loss_duel_weight,samebase_run_root,strongsort_run_root,mot20_run_root,run_samebase,run_strongsort,run_mot20,stop_if_samebase_weak,stop_if_strongsort_collapses,main_train_run_root,main_pipeline_plan_key,run_transfer_for_best,poll_secs,stop_reason,haca_mode,wait_for_mot20_summary,wait_for_strongsort_summary,wait_for_strongsort,gpu_idle_mem_mb,wait_for_process_pattern,wait_for_process_grace_secs,best_candidate,best_hota,best_assa,best_beats_heur,zip_path,queue_label,best_mot20_label,best_mot20_ckpt,wait_plan_key,reason,queue_name,queue_root,oracle_group_jsonl,graph_topk,graph_min_detections,graph_min_committed_matches,detector_filter,val_sequences,experiment_name,seq_ids,owneralt_min_gap,owneralt_max_gap,owneralt_min_tracklet_len,owneralt_min_box_iou,owneralt_owner_max_tracklet_len,owneralt_owner_alt_det_min_score,owneralt_owner_alt_det_min_box_iou,owneralt_max_owner_edge_deficit,owneralt_owner_alt_bonus,owneralt_block_owner_on_reclaim,owneralt_gap1_min_box_iou,owneralt_gap1_owner_alt_det_min_box_iou,owneralt_gap1_max_owner_edge_deficit,owneralt_evidence_mode,owneralt_max_joint_penalty,owneralt_gap1_max_joint_penalty,reference_results_dir,track_high_thresh,track_low_thresh,new_track_thresh,track_buffer,match_thresh,proximity_thresh,appearance_thresh,reference_results_dirs,graph_assoc_top_k,graph_assoc_max_rows,graph_assoc_max_cols,graph_assoc_row_margin,graph_assoc_col_margin,graph_assoc_min_reclaim_time_since_update,graph_assoc_max_reclaim_time_since_update,graph_assoc_min_reclaim_tracklet_len,graph_assoc_recent_owner_max_time_since_update,graph_assoc_recent_owner_max_tracklet_len,graph_assoc_min_box_iou,graph_assoc_reclaim_bonus,graph_assoc_recent_owner_penalty,graph_assoc_iou_bonus,graph_assoc_score_bonus,graph_assoc_min_assignment_gain,graph_assoc_max_cost_delta,graph_assoc_force_match_cost,graph_assoc_allow_match_count_drop,graph_assoc_col_only_min_assignment_gain,graph_assoc_col_only_max_cost_delta,graph_assoc_allow_col_only_blocks,graph_assoc_require_row_involved_strict_reclaim,graph_assoc_row_involved_min_assignment_gain,graph_assoc_protect_young_active_rows,graph_assoc_young_active_max_time_since_update,graph_assoc_young_active_max_tracklet_len,graph_assoc_young_active_min_reclaim_gap,graph_assoc_young_active_max_cost_delta,graph_assoc_protect_stale_lost_owner_rows,graph_assoc_stale_lost_owner_min_time_since_update,graph_assoc_stale_lost_owner_min_tracklet_len,graph_assoc_stale_lost_owner_active_max_time_since_update,graph_assoc_stale_lost_owner_min_introduced_edge_utility,graph_assoc_dump_candidate_rows,graph_assoc_commit_checkpoint,graph_assoc_commit_device,graph_assoc_commit_score_margin,graph_assoc_commit_replace_rules,graph_assoc_commit_gate_only,graph_assoc_commit_decision_mode,graph_assoc_commit_threshold,graph_assoc_commit_neutral_risk_weight,graph_assoc_commit_positive_threshold,graph_assoc_commit_neutral_threshold,package_mode,device,score_margin,graph_assoc_commit_safety_min_gain,graph_assoc_commit_safety_max_cost_delta,graph_assoc_commit_safety_require_reclaim_improve,graph_assoc_commit_safety_require_same_match_count,graph_assoc_candidate_rerank_top_k,graph_assoc_learned_commit_rerank_candidates,teacher_mode,source_manifest,reentry_memory_enable,reentry_memory_use_low_score,reentry_memory_max_gap,reentry_memory_max_size,reentry_memory_min_similarity,reentry_memory_min_det_score,reentry_memory_app_weight,reentry_memory_iou_weight,reentry_memory_score_weight,reentry_memory_gap_weight,reentry_memory_compete_primary,reentry_memory_confirm_streak,reentry_memory_confirm_gap,reentry_memory_confirm_min_similarity,reentry_engine_enable,reentry_engine_hilbert_order,reentry_engine_bf_threshold,reentry_engine_spatial_radius,reentry_engine_max_spatial_radius,train_seqs,val_seq,manual_fix,haca_run_root,haca_checkpoint,stage1_run_root,eval_run_root,stage1_checkpoint,haca_no_background,no_background,track_exit_code,note,smoke_test,train_root,seq_name,seq_id,tracker_output_dir,rgot_analysis_dir,rgot_analysis_only,rgot_top_k,rgot_row_margin,rgot_col_margin,rgot_max_rows,rgot_max_cols,event_count,candidate_blocks,trigger_blocks
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_nopole_20260312_215353,2026-03-12T21:53:53+08:00,2026-03-13T13:48:31+08:00,completed,eval,scripts/run_botsort_lpb_ltra_mot20_eval.sh,MOT20,val_half,BoT-SORT,lpb_ltra_mot20_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_nopole_20260312_215353,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_nopole_20260312_215353/eval/mot20_summary.csv,,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_allhalf_final_20260311_221239/mot17_lpb_ltra_allhalf_20260311_221239.npz,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_nopole_20260312_215353/eval.log,queued_after_oldbest_nopole,1,0,1 2 4,3,multi,file,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_pole_20260313_010312,2026-03-13T01:05:40+08:00,2026-03-13T16:39:45+08:00,failed,eval,scripts/run_botsort_lpb_ltra_mot20_eval.sh,MOT20,val_half,BoT-SORT,lpb_ltra_mot20_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_pole_20260313_010312,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_pole_20260313_010312/eval/mot20_summary.csv,,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_allhalf_final_20260311_221239/mot17_lpb_ltra_allhalf_20260311_221239.npz,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_eval_mot20_learned_allhalf_pole_20260313_010312/eval.log,queued_after_allhalf_nopole,1,0,1 2 4,3,multi,file,,,,,,,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_lpb_ltra/MOT17_val_allhalf_nopole_20260313_010312,2026-03-13T01:05:40+08:00,2026-03-13T10:59:30+08:00,queued,eval,scripts/run_strongsort_lpb_ltra_mot17_val.sh,MOT17,val_half,StrongSORT,lpb_ltra_allhalf_nopole,,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_lpb_ltra/MOT17_val_allhalf_nopole_20260313_010312,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_lpb_ltra/MOT17_val_allhalf_nopole_20260313_010312/summary.csv,,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_allhalf_final_20260311_221239/mot17_lpb_ltra_allhalf_20260311_221239.npz,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_lpb_ltra/MOT17_val_allhalf_nopole_20260313_010312/run.log,queued_after_allhalf_nopole,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_lpb_ltra/MOT17_val_allhalf_nopole_20260313_010312/pair_logs,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_20260313_203539,2026-03-13T20:35:39+08:00,2026-03-13T21:03:07+08:00,completed,train,scripts/train_haca_v1_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v1_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_20260313_203539,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_20260313_203539/mot17_haca_v1_20260313_203539.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_20260313_203539/train.log,,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_after_20260313_203539,2026-03-13T21:03:40+08:00,2026-03-13T21:18:27+08:00,completed,eval,scripts/run_botsort_haca_v1_eval.sh,MOT17,val_half,BoT-SORT,haca_v1_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_after_20260313_203539,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_after_20260313_203539/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_20260313_203539/mot17_haca_v1_20260313_203539.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_after_20260313_203539/eval.log,,1,,1 2 4,3,multi,,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_$(date +%Y%m%d_%H%M%S),2026-03-13T22:36:25+08:00,2026-03-13T22:50:16+08:00,cancelled,train,scripts/train_haca_v1_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v1_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_$(date +%Y%m%d_%H%M%S),,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_$(date +%Y%m%d_%H%M%S)/mot17_haca_v1_20260313_223624.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_$(date +%Y%m%d_%H%M%S)/train.log,cancelled_immediately_due_to_literal_timestamp_path,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_20260313_223646,2026-03-13T22:36:46+08:00,2026-03-13T23:58:36+08:00,completed,train,scripts/train_haca_v1_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v1_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_20260313_223646,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_20260313_223646/mot17_haca_v1_20260313_223646.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_20260313_223646/train.log,,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_matrix_after_20260313_223646,2026-03-13T23:59:08+08:00,2026-03-14T00:51:13+08:00,completed,eval,scripts/run_botsort_haca_v1_eval.sh,MOT17,val_half,BoT-SORT,haca_v1_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_matrix_after_20260313_223646,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_matrix_after_20260313_223646/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_aligned_20260313_223646/mot17_haca_v1_20260313_223646.npz,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_formal_mot17_shrink_20260311_191211/train_vec_20260311_201832/mot17_lpb_ltra_20260311_201832.npz,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_matrix_after_20260313_223646/eval.log,,1,,1 2 4,3,multi,,,,,,,,1,1,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_noset_20260314_005127,2026-03-14T00:51:27+08:00,2026-03-14T02:11:27+08:00,completed,train,scripts/train_haca_v1_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v1_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_noset_20260314_005127,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_noset_20260314_005127/mot17_haca_v1_20260314_005127.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_noset_20260314_005127/train.log,,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_noset_20260314_005127,2026-03-14T02:11:27+08:00,2026-03-14T02:24:45+08:00,completed,eval,scripts/run_botsort_haca_v1_eval.sh,MOT17,val_half,BoT-SORT,haca_v1_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_noset_20260314_005127,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_noset_20260314_005127/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_noset_20260314_005127/mot17_haca_v1_20260314_005127.npz,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_formal_mot17_shrink_20260311_191211/train_vec_20260311_201832/mot17_lpb_ltra_20260311_201832.npz,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_noset_20260314_005127/eval.log,,1,,1 2 4,3,multi,,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445,2026-03-14T02:24:46+08:00,2026-03-14T03:44:37+08:00,completed,train,scripts/train_haca_v1_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v1_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445/mot17_haca_v1_20260314_022446.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445/train.log,,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_20260314_022445,2026-03-14T03:44:37+08:00,2026-03-14T09:50:36+08:00,failed,eval,scripts/run_botsort_haca_v1_eval.sh,MOT17,val_half,BoT-SORT,haca_v1_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_20260314_022445,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_20260314_022445/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445/mot17_haca_v1_20260314_022446.npz,/gemini/code/FMtrack-main/FM-Track/outputs/lpb_ltra_formal_mot17_shrink_20260311_191211/train_vec_20260311_201832/mot17_lpb_ltra_20260311_201832.npz,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_20260314_022445/eval.log,stale_run_detected_no_live_process,1,,1 2 4,3,multi,,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_retry_20260314_095035,2026-03-14T09:50:36+08:00,2026-03-14T10:04:47+08:00,completed,eval,scripts/run_botsort_haca_v1_eval.sh,MOT17,val_half,BoT-SORT,haca_v1_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_retry_20260314_095035,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_retry_20260314_095035/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445/mot17_haca_v1_20260314_022446.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_eval_nobg_retry_20260314_095035/eval.log,,1,,1 2 4,3,multi,,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_mot20_best_nobg_20260314_095035,2026-03-14T10:04:48+08:00,2026-03-14T12:41:35+08:00,failed,eval,scripts/run_botsort_haca_v1_mot20_eval.sh,MOT20,val_half,BoT-SORT,haca_v1_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_mot20_best_nobg_20260314_095035,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_mot20_best_nobg_20260314_095035/eval/mot20_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_train_nobg_20260314_022445/mot17_haca_v1_20260314_022446.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v1_mot20_best_nobg_20260314_095035/eval.log,,1,0,1 2 4,3,multi,file,,,,,,,0,0,,,2,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953,2026-03-14T12:42:06+08:00,2026-03-14T14:28:29+08:00,completed,train,scripts/train_haca_v2_mot17.sh,MOT17,train_val_split,BoT-SORT,haca_v2_train,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953/mot17_haca_v2_20260314_124206.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953/train.log,,,,,,,,,20,256,,,,,,,,,1e-4,16,64,0.35,1.5,3,0,1,0,0,,,,,haca_v2,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_eval_20260314_104953,2026-03-14T14:28:30+08:00,2026-03-14T14:43:32+08:00,completed,eval,scripts/run_botsort_haca_v2_eval.sh,MOT17,val_half,BoT-SORT,haca_v2_matrix,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_eval_20260314_104953,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_eval_20260314_104953/eval/mot17_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953/mot17_haca_v2_20260314_124206.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_eval_20260314_104953/eval.log,,1,,1 2 4,3,multi,,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174252,2026-03-14T17:42:52+08:00,2026-03-14T17:42:53+08:00,failed,eval,scripts/run_botsort_haca_v2_mot20_eval.sh,MOT20,val_half,BoT-SORT,haca_v2_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174252,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174252/eval/mot20_summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174252/eval.log,,1,0,1 2 4,3,multi,file,,,,,,,0,0,,,1,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174456,2026-03-14T17:44:56+08:00,2026-03-14T20:07:16+08:00,completed,eval,scripts/run_botsort_haca_v2_mot20_eval.sh,MOT20,val_half,BoT-SORT,haca_v2_mot20,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174456,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174456/eval/mot20_summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953/mot17_haca_v2_20260314_124206.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_mot20_eval_20260314_174456/eval.log,,1,0,1 2 4,3,multi,file,,,,,,,0,0,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_haca_v2/MOT17_val_smoke_after_mot20_20260314_174456,2026-03-14T20:08:10+08:00,2026-03-14T20:09:47+08:00,completed,eval,scripts/run_strongsort_haca_v2_mot17_val.sh,MOT17,val_half,StrongSORT,strongsort_haca_v2_smoke,,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_haca_v2/MOT17_val_smoke_after_mot20_20260314_174456,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_haca_v2/MOT17_val_smoke_after_mot20_20260314_174456/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/haca_v2_train_20260314_104953/mot17_haca_v2_20260314_124206.npz,,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_haca_v2/MOT17_val_smoke_after_mot20_20260314_174456/run.log,,,,,,,,,,,MOT17-02-FRCNN,/gemini/code/FMtrack-main/FM-Track/external/StrongSORT-master/MOT17_val_YOLOX+BoT,/gemini/code/FMtrack-main/FM-Track/outputs/strongsort_haca_v2/MOT17_val_smoke_after_mot20_20260314_174456/pair_logs,,,,,,,,,,,,,,,,,,0,0,haca_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
